date,Belgium,Brazil,France,Germany,Italy,Netherlands,Portugal,South Korea,Spain,Sweden,Switzerland,United States
2020-03-26,178.0,57.0,1331.0,198.0,7505.0,356.0,43.0,131.0,3434.0,42.0,103.0,1050.0
2020-03-27,220.0,77.0,1696.0,253.0,8165.0,434.0,60.0,139.0,4089.0,66.0,161.0,1296.0
2020-03-28,289.0,92.0,1995.0,325.0,9136.0,546.0,76.0,144.0,4858.0,92.0,197.0,1707.0
2020-03-29,353.0,114.0,2314.0,389.0,10023.0,639.0,100.0,152.0,5690.0,102.0,235.0,2191.0
2020-03-30,431.0,136.0,2606.0,455.0,10781.0,771.0,119.0,158.0,6528.0,110.0,257.0,2509.0
2020-03-31,513.0,159.0,3024.0,583.0,11591.0,864.0,140.0,163.0,7340.0,146.0,295.0,3170.0
2020-04-01,705.0,201.0,3523.0,732.0,12430.0,1039.0,160.0,163.0,8189.0,180.0,373.0,4079.0
2020-04-02,828.0,241.0,4032.0,872.0,13157.0,1173.0,187.0,169.0,9053.0,239.0,378.0,5138.0
2020-04-03,1011.0,299.0,4503.0,872.0,13917.0,1339.0,209.0,174.0,10003.0,282.0,536.0,6053.0
2020-04-04,1143.0,359.0,,1017.0,14681.0,1487.0,246.0,177.0,10935.0,333.0,607.0,7157.0
